region_std,year,spi_grow_mean,spi_grow_min
Республика Северная Осетия-Алания,2010,0.8907106429636064,0.0142163700276426
Республика Северная Осетия-Алания,2011,0.8724690232253204,-0.2222903933109506
Республика Северная Осетия-Алания,2012,0.7728839025228041,-0.5505258510406378
Республика Северная Осетия-Алания,2013,0.9153461620316797,-0.2461105797568978
Республика Северная Осетия-Алания,2014,1.078736394477035,-0.3608523801349431
Республика Северная Осетия-Алания,2015,0.6528449825045061,-0.4786919233689403
Республика Северная Осетия-Алания,2016,1.2304889723364403,-0.2259657271275391
Республика Северная Осетия-Алания,2017,0.713699656116895,-0.5679071884442821
Республика Северная Осетия-Алания,2018,0.8343138202708041,-0.4151061412143455
Республика Северная Осетия-Алания,2019,0.5849229562220652,-0.4161044831348118
Республика Северная Осетия-Алания,2020,0.4400911351494432,-0.6182136114969515
Республика Северная Осетия-Алания,2021,0.5796428958580199,-0.1783150020180026
Республика Северная Осетия-Алания,2022,0.499506155113375,-0.5600690417071157
Республика Северная Осетия-Алания,2023,-0.5907413817866063,-0.9880527920548334
Республика Татарстан,2007,1.371063640888635,-0.058964665722575
Республика Татарстан,2008,0.617942892352607,-0.7304372438915232
Республика Татарстан,2009,-0.49632248954690783,-1.3797985889755549
Республика Татарстан,2010,-1.641600752027925,-2.2946177555628906
Республика Татарстан,2011,0.5496151456667175,-0.4723857817995077
Республика Татарстан,2012,0.061111993412702514,-0.5273926440176095
Республика Татарстан,2013,0.29229793671750454,-0.9810731213996008
Республика Татарстан,2014,-0.14434827393209704,-1.0868482379905742
Республика Татарстан,2015,0.29253637905879354,-0.8331437135210253
Республика Татарстан,2016,-0.13219345370450578,-0.8268576178360965
Республика Татарстан,2017,1.0256877243996947,-0.3203916389692654
Республика Татарстан,2018,-0.1783641013262279,-0.4939319316000493
Республика Татарстан,2019,0.48980754403759236,-0.4817357446907134
Республика Татарстан,2020,0.5324769599455591,0.1534865398409535
Республика Татарстан,2021,-0.7427302482287322,-1.2992996165880133
Республика Татарстан,2022,0.4915850374045074,-1.13459546510205
Республика Татарстан,2023,-2.162498037496198,-2.4054734805230433
Республика Тыва,2007,0.5334161051874419,-0.7540728577803008
Республика Тыва,2008,0.5831560243615065,-0.7047464502957472
Республика Тыва,2009,0.6848428896872906,-0.8645780436638058
Республика Тыва,2010,0.6479148527168417,-0.645268897270339
Республика Тыва,2011,0.5025837285905551,-0.923474781900164
Республика Тыва,2012,0.4388930101478313,-0.7263251399670555
Республика Тыва,2013,0.707882534499522,-0.5656755720117973
Республика Тыва,2014,0.15805861606649274,-0.9490963643852488
Республика Тыва,2015,0.3861700163937705,-0.6755910037979825
Республика Тыва,2016,0.8715414786437807,-0.2596619623580319
Республика Тыва,2017,0.4818451417349691,-0.8721558297842217
Республика Тыва,2018,0.8796634681606296,-0.6312490821016516
Республика Тыва,2019,0.9208408119632754,-1.0336410628744233
Республика Тыва,2020,1.0472806406844484,-0.9597303014582363
Республика Тыва,2021,0.998817566027884,-0.5117276284464407
Республика Тыва,2022,0.09677583786241899,-0.8773435235556558
Республика Тыва,2023,-0.4021238061288459,-1.1416346741035182
Республика Хакасия,2007,0.7865134755582929,-0.8932260154575286
Республика Хакасия,2008,0.7191774469523912,-0.7024233466874387
Республика Хакасия,2009,0.6483309762186619,-0.963689987572505
Республика Хакасия,2010,0.6685163235233094,-0.7732259282006249
Республика Хакасия,2011,0.36525451156393646,-1.1354109330498172
Республика Хакасия,2012,0.3342019509897432,-0.997599684304326
Республика Хакасия,2013,0.7560923712852771,-0.4185806636092933
Республика Хакасия,2014,0.5841501127645076,-1.1032505125038992
Республика Хакасия,2015,0.5557766574938071,-0.522130443988135
Республика Хакасия,2016,0.8337782584845238,-0.3680664373994269
Республика Хакасия,2017,0.3989711334223431,-1.1830781821142808
Республика Хакасия,2018,0.5303021249990129,-0.6213639596445639
Республика Хакасия,2019,0.6448589717386751,-1.0665968447889955
Республика Хакасия,2020,0.6178278067969695,-1.0397124274127725
Республика Хакасия,2021,0.6772824705079273,-0.2897352251346721
Республика Хакасия,2022,-0.04177643783721025,-0.9648837801497788
Республика Хакасия,2023,-0.8003758493700158,-1.5094332099727443
Ростовская область,2007,-0.8614954202681259,-1.0516621666090458
Ростовская область,2008,0.6126247440632446,-0.9935206080602824
Ростовская область,2009,0.09544667279008841,-0.5224045113623389
Ростовская область,2010,0.018415903525705064,-1.9603083575382472
Ростовская область,2011,0.335002582022764,-0.626217979202547
Ростовская область,2012,-0.26944187024721616,-1.247443506534046
Ростовская область,2013,-0.29449073916457325,-1.010893776490508
Ростовская область,2014,-0.10362114888362695,-1.196558846067014
Ростовская область,2015,-0.2658091527404191,-1.8534822446310328
Ростовская область,2016,1.0172942633979176,0.1249138917157085
Ростовская область,2017,0.3806112800736588,-0.8793464480068752
Ростовская область,2018,-0.5631953343629268,-1.62185913927859
Ростовская область,2019,0.3718926915027909,-0.1494982532401391
Ростовская область,2020,-0.5733309339535517,-2.2096928469478754
Ростовская область,2021,1.475867542220369,0.0738942405376244
Ростовская область,2022,-0.43688026178279676,-1.4971852549658171
Ростовская область,2023,-1.0513717854271043,-2.2480855768013908
Рязанская область,2007,-0.3421852501461314,-1.1524027427493324
Рязанская область,2008,1.3862938411996122,0.1048786763951686
Рязанская область,2009,0.11161792386791476,-0.9542484766534716
Рязанская область,2010,-1.119209278894721,-1.4189681816105182
Рязанская область,2011,-0.3090581348193579,-0.9244674057759356
Рязанская область,2012,0.5432419716171654,-0.1995573841583724
Рязанская область,2013,1.0240175147411559,-0.345537252221795
Рязанская область,2014,-0.6225326931036776,-1.690625135283825
Рязанская область,2015,0.48801192396004894,-0.6875397218954409
Рязанская область,2016,1.183739950034363,0.6580446788976974
Рязанская область,2017,0.6653756270121882,-0.3693417093083438
Рязанская область,2018,-0.7957690366335464,-1.0750874948255256
Рязанская область,2019,-0.16410588091271122,-0.9410685498664112
Рязанская область,2020,0.5932195892697708,-0.8066427297224008
