region,year,area_total,level
Республика Бурятия,2015,85.69800000000001,region
Республика Бурятия,2016,75.681,region
Республика Бурятия,2017,71.69999999999999,region
Республика Бурятия,2018,61.316,region
Республика Бурятия,2019,62.246,region
Республика Бурятия,2020,61.351,region
Республика Бурятия,2021,66.058,region
Республика Бурятия,2022,67.77884,region
Республика Бурятия,2023,69.32281,region
Республика Дагестан,2007,97.00399999999999,region
Республика Дагестан,2008,115.736,region
Республика Дагестан,2009,106.367,region
Республика Дагестан,2010,104.614,region
Республика Дагестан,2011,111.89,region
Республика Дагестан,2012,85.762,region
Республика Дагестан,2013,118.926,region
Республика Дагестан,2014,130.519,region
Республика Дагестан,2015,134.166,region
Республика Дагестан,2016,140.639,region
Республика Дагестан,2017,148.676,region
Республика Дагестан,2018,143.159,region
Республика Дагестан,2019,149.685,region
Республика Дагестан,2020,157.533,region
Республика Дагестан,2021,165.188,region
Республика Дагестан,2022,167.5966,region
Республика Дагестан,2023,168.6418,region
Республика Ингушетия,2007,33.47,region
Республика Ингушетия,2008,37.921,region
Республика Ингушетия,2009,39.367,region
Республика Ингушетия,2010,39.084,region
Республика Ингушетия,2011,45.69,region
Республика Ингушетия,2012,38.689,region
Республика Ингушетия,2013,44.143,region
Республика Ингушетия,2014,46.822,region
Республика Ингушетия,2015,47.97199999999999,region
Республика Ингушетия,2016,44.946,region
Республика Ингушетия,2017,44.017,region
Республика Ингушетия,2018,43.541,region
Республика Ингушетия,2019,49.08,region
Республика Ингушетия,2020,52.968,region
Республика Ингушетия,2021,48.39,region
Республика Ингушетия,2022,40.0791,region
Республика Ингушетия,2023,48.9636,region
Республика Калмыкия,2007,242.778,region
Республика Калмыкия,2008,225.536,region
Республика Калмыкия,2009,277.839,region
Республика Калмыкия,2010,218.17,region
Республика Калмыкия,2011,198.051,region
Республика Калмыкия,2012,182.844,region
Республика Калмыкия,2013,221.045,region
Республика Калмыкия,2014,193.886,region
Республика Калмыкия,2015,217.551,region
Республика Калмыкия,2016,206.654,region
Республика Калмыкия,2017,242.274,region
Республика Калмыкия,2018,248.814,region
Республика Калмыкия,2019,285.558,region
Республика Калмыкия,2020,276.759,region
Республика Калмыкия,2021,267.641,region
Республика Калмыкия,2022,290.59282,region
Республика Калмыкия,2023,297.35067,region
Республика Карелия,2007,0.633,region
Республика Карелия,2008,0.263,region
Республика Карелия,2009,0.162,region
Республика Карелия,2010,0.149,region
Республика Карелия,2011,0.101,region
Республика Карелия,2012,0.064,region
Республика Карелия,2013,0.058,region
Республика Карелия,2014,0.05400000000000001,region
Республика Карелия,2015,0.003,region
Республика Карелия,2016,0.0,region
Республика Карелия,2017,0.002,region
Республика Карелия,2018,999999999.0,region
Республика Карелия,2023,0.008,region
Республика Коми,2007,0.518,region
Республика Коми,2008,0.537,region
Республика Коми,2009,0.023,region
Республика Коми,2010,0.019,region
Республика Коми,2011,0.018,region
Республика Коми,2012,0.012,region
Республика Коми,2013,0.014,region
Республика Коми,2014,0.01,region
Республика Коми,2015,0.022,region
Республика Коми,2016,0.008,region
Республика Коми,2017,0.008,region
Республика Коми,2018,999999999.0,region
Республика Коми,2019,999999999.0,region
Республика Коми,2020,999999999.0,region
Республика Коми,2021,999999999.0,region
Республика Крым,2007,0.0,region
Республика Крым,2008,0.0,region
Республика Крым,2009,0.0,region
Республика Крым,2010,0.0,region
Республика Крым,2011,0.0,region
Республика Крым,2012,0.0,region
Республика Крым,2013,0.0,region
Республика Крым,2014,448.897,region
Республика Крым,2015,468.333,region
Республика Крым,2016,447.1270000000001,region
Республика Крым,2017,481.6250000000001,region
Республика Крым,2018,529.432,region
Республика Крым,2019,559.75,region
Республика Крым,2020,571.901,region
Республика Крым,2021,576.403,region
Республика Крым,2022,533.89652,region
Республика Крым,2023,585.56302,region
Республика Марий Эл,2007,171.09,region
Республика Марий Эл,2008,176.426,region
Республика Марий Эл,2009,158.78,region
Республика Марий Эл,2010,140.891,region
Республика Марий Эл,2011,156.197,region
Республика Марий Эл,2012,145.102,region
Республика Марий Эл,2013,144.784,region
Республика Марий Эл,2014,143.685,region
Республика Марий Эл,2015,134.71,region
Республика Марий Эл,2016,135.474,region
Республика Марий Эл,2017,139.927,region
Республика Марий Эл,2018,122.499,region
Республика Марий Эл,2019,122.058,region
Республика Марий Эл,2020,134.803,region
Республика Марий Эл,2021,142.802,region
Республика Марий Эл,2022,149.862,region
Республика Марий Эл,2023,148.053,region
Республика Мордовия,2007,417.06,region
Республика Мордовия,2008,426.7550000000001,region
Республика Мордовия,2009,442.804,region
Республика Мордовия,2010,430.567,region
Республика Мордовия,2011,444.522,region
Республика Мордовия,2012,426.346,region
Республика Мордовия,2013,446.642,region
Республика Мордовия,2014,432.49,region
Республика Мордовия,2015,447.517,region
Республика Мордовия,2016,442.918,region
Республика Мордовия,2017,448.425,region
Республика Мордовия,2018,436.585,region
Республика Мордовия,2019,444.151,region
Республика Мордовия,2020,478.069,region
Республика Мордовия,2021,490.34,region
Республика Мордовия,2022,473.14076,region
Республика Мордовия,2023,481.2206,region
Республика Саха (Якутия),2007,13.03,region
Республика Саха (Якутия),2008,11.957,region
Республика Саха (Якутия),2009,14.341,region
Республика Саха (Якутия),2010,15.318,region
Республика Саха (Якутия),2011,14.667,region
Республика Саха (Якутия),2012,12.171,region
Республика Саха (Якутия),2013,11.768,region
Республика Саха (Якутия),2014,10.869,region
Республика Саха (Якутия),2015,10.738,region
Республика Саха (Якутия),2016,11.078,region
Республика Саха (Якутия),2017,11.34,region
Республика Саха (Якутия),2018,9.573,region
Республика Саха (Якутия),2019,10.399,region
Республика Саха (Якутия),2020,9.117,region
Республика Саха (Якутия),2021,10.69,region
Республика Саха (Якутия),2022,10.78034,region
Республика Саха (Якутия),2023,11.41608,region
Республика Северная Осетия-Алания,2007,100.334,region
Республика Северная Осетия-Алания,2008,121.859,region
Республика Северная Осетия-Алания,2009,119.824,region
Республика Северная Осетия-Алания,2010,107.568,region
Республика Северная Осетия-Алания,2011,120.209,region
Республика Северная Осетия-Алания,2012,121.45,region
Республика Северная Осетия-Алания,2013,129.984,region
Республика Северная Осетия-Алания,2014,126.72,region
Республика Северная Осетия-Алания,2015,132.643,region
Республика Северная Осетия-Алания,2016,127.914,region
Республика Северная Осетия-Алания,2017,133.1,region
Республика Северная Осетия-Алания,2018,138.023,region
Республика Северная Осетия-Алания,2019,138.903,region
Республика Северная Осетия-Алания,2020,136.805,region
Республика Северная Осетия-Алания,2021,142.998,region
Республика Северная Осетия-Алания,2022,128.29521,region
Республика Северная Осетия-Алания,2023,138.96441,region
Республика Татарстан,2007,1640.058,region
Республика Татарстан,2008,1702.909,region
Республика Татарстан,2009,1656.404,region
Республика Татарстан,2010,1512.352,region
Республика Татарстан,2011,1652.908,region
Республика Татарстан,2012,1554.874,region
Республика Татарстан,2013,1613.438,region
Республика Татарстан,2014,1572.269,region
Республика Татарстан,2015,1595.121,region
Республика Татарстан,2016,1591.703,region
Республика Татарстан,2017,1533.971,region
Республика Татарстан,2018,1483.999,region
Республика Татарстан,2019,1461.709,region
Республика Татарстан,2020,1552.49,region
Республика Татарстан,2021,1592.548,region
Республика Татарстан (Татарстан),2022,1496.35706,region
Республика Татарстан (Татарстан),2023,1478.81434,region
Республика Тыва,2007,15.149,region
Республика Тыва,2008,15.327,region
Республика Тыва,2009,16.448,region
Республика Тыва,2010,20.817,region
Республика Тыва,2011,22.068,region
Республика Тыва,2012,27.536,region
Республика Тыва,2013,35.416,region
Республика Тыва,2014,12.415,region
Республика Тыва,2015,6.638,region
Республика Тыва,2016,8.512,region
Республика Тыва,2017,7.105,region
Республика Тыва,2018,14.592,region
Республика Тыва,2019,15.588,region
Республика Тыва,2020,14.37,region
Республика Тыва,2021,17.754,region
Республика Тыва,2022,19.2855,region
Республика Тыва,2023,14.4026,region
Республика Хакасия,2007,86.88,region
Республика Хакасия,2008,85.329,region
Республика Хакасия,2009,89.58500000000001,region
Республика Хакасия,2010,90.88399999999999,region
Республика Хакасия,2011,108.012,region
Республика Хакасия,2012,114.79,region
Республика Хакасия,2013,105.234,region
Республика Хакасия,2014,107.339,region
Республика Хакасия,2015,92.69200000000001,region
Республика Хакасия,2016,89.575,region
Республика Хакасия,2017,99.707,region
Республика Хакасия,2018,82.577,region
Республика Хакасия,2019,72.768,region
Республика Хакасия,2020,78.092,region
Республика Хакасия,2021,82.043,region
Республика Хакасия,2022,89.0273,region
Республика Хакасия,2023,100.6414,region
Российская Федерация,2007,44266.229,country
Российская Федерация,2008,46745.282,country
Российская Федерация,2009,47555.136,country
Российская Федерация,2010,43203.03800000001,country
Российская Федерация,2011,43583.552,country
Российская Федерация,2012,44455.054,country
Российская Федерация,2013,45847.512,country
Российская Федерация,2014,46157.107,country
Российская Федерация,2015,46608.749,country
Российская Федерация,2016,47099.802,country
Российская Федерация,2017,47705.369,country
Российская Федерация,2022,47504.22738,country
Российская Федерация,2023,47893.78868,country
Ростовская область,2007,2789.571,region
Ростовская область,2008,2868.107,region
Ростовская область,2009,2930.763,region
Ростовская область,2010,2831.278,region
Ростовская область,2011,2960.146,region
Ростовская область,2012,3017.615,region
Ростовская область,2013,3193.771,region
Ростовская область,2014,3224.993,region
Ростовская область,2015,3319.818,region
Ростовская область,2016,3297.155,region
Ростовская область,2017,3380.168,region
Ростовская область,2018,3499.459,region
Ростовская область,2019,3582.966,region
Ростовская область,2020,3639.472,region
Ростовская область,2021,3598.065,region
Ростовская область,2022,3673.38998,region
Ростовская область,2023,3655.1521,region
Рязанская область,2007,458.222,region
Рязанская область,2008,504.408,region
Рязанская область,2009,523.899,region
Рязанская область,2010,501.352,region
Рязанская область,2011,515.086,region
Рязанская область,2012,513.325,region
Рязанская область,2013,528.954,region
Рязанская область,2014,476.445,region
Рязанская область,2015,545.357,region
Рязанская область,2016,575.726,region
Рязанская область,2017,596.608,region
Рязанская область,2018,576.59,region
Рязанская область,2019,630.5,region
Рязанская область,2020,681.309,region
Рязанская область,2021,702.76,region
Рязанская область,2022,725.04327,region
Рязанская область,2023,724.61184,region
СЕВЕРО-ЗАПАДНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,2018,285.699,region
СЕВЕРО-ЗАПАДНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,2019,329.0,region
СЕВЕРО-ЗАПАДНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,2020,320.312,region
СЕВЕРО-ЗАПАДНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,2021,346.416,region
СЕВЕРО-КАВКАЗСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,2018,3282.262,region
СЕВЕРО-КАВКАЗСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,2019,3353.017,region
СЕВЕРО-КАВКАЗСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,2020,3187.18,region
СЕВЕРО-КАВКАЗСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,2021,3367.868,region
СИБИРСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,2018,8785.127,region
СИБИРСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,2019,8685.301,region
СИБИРСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,2020,8992.644,region
СИБИРСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,2021,8961.384,region
Самарская область,2007,1163.472,region
Самарская область,2008,1183.279,region
Самарская область,2009,1175.019,region
Самарская область,2010,990.2719999999999,region
Самарская область,2011,818.026,region
Самарская область,2012,930.033,region
Самарская область,2013,1042.013,region
Самарская область,2014,1103.679,region
Самарская область,2015,1101.729,region
Самарская область,2016,1129.937,region
Самарская область,2017,1113.214,region
Самарская область,2018,1120.833,region
Самарская область,2019,1098.996,region
Самарская область,2020,1144.798,region
Самарская область,2021,1150.718,region
Самарская область,2022,1167.93439,region
Самарская область,2023,1168.24803,region
Саратовская область,2007,2379.777,region
Саратовская область,2008,2491.786,region
Саратовская область,2009,2561.708,region
Саратовская область,2010,2224.809,region
Саратовская область,2011,1837.931,region
Саратовская область,2012,2304.816,region
Саратовская область,2013,2266.077,region
Саратовская область,2014,2137.135,region
Саратовская область,2015,2095.059,region
Саратовская область,2016,2110.913,region
Саратовская область,2017,2313.273,region
Саратовская область,2018,2390.026,region
Саратовская область,2019,2332.074,region
Саратовская область,2020,2312.498,region
Саратовская область,2021,2193.779,region
Саратовская область,2022,2252.12249,region
Саратовская область,2023,2349.7358,region
Свердловская область,2007,431.225,region
Свердловская область,2008,431.248,region
Свердловская область,2009,397.182,region
Свердловская область,2010,350.344,region
Свердловская область,2011,363.893,region
Свердловская область,2012,341.304,region
Свердловская область,2013,349.771,region
Свердловская область,2014,347.157,region
Свердловская область,2015,342.457,region
Свердловская область,2016,338.717,region
Свердловская область,2017,337.343,region
Свердловская область,2018,317.579,region
Свердловская область,2019,317.5,region
Свердловская область,2020,322.727,region
Свердловская область,2021,314.765,region
Свердловская область,2022,333.53056,region
Свердловская область,2023,313.1049,region
Северо-Западный Федеральный округ,2007,258.045,federal_district
Северо-Западный Федеральный округ,2008,283.274,federal_district
Северо-Западный Федеральный округ,2009,278.049,federal_district
Северо-Западный Федеральный округ,2010,261.006,federal_district
Северо-Западный Федеральный округ,2011,269.778,federal_district
Северо-Западный Федеральный округ,2012,267.6439999999999,federal_district
Северо-Западный Федеральный округ,2013,276.787,federal_district
Северо-Западный Федеральный округ,2014,313.626,federal_district
Северо-Западный Федеральный округ,2015,353.886,federal_district
Северо-Западный Федеральный округ,2016,367.048,federal_district
Северо-Западный Федеральный округ,2017,337.005,federal_district
Северо-Западный федеральный округ,2022,332.80689,region
Северо-Западный федеральный округ,2023,319.12556,region
Северо-Кавказский федеральный округ,2007,2742.816,region
Северо-Кавказский федеральный округ,2008,2910.581,region
Северо-Кавказский федеральный округ,2009,2929.109,region
Северо-Кавказский федеральный округ,2010,2732.926,region
Северо-Кавказский федеральный округ,2011,2789.081,region
Северо-Кавказский федеральный округ,2012,2755.32,region
Северо-Кавказский федеральный округ,2013,2985.943,region
Северо-Кавказский федеральный округ,2014,3032.314,region
Северо-Кавказский федеральный округ,2015,3094.517,region
Северо-Кавказский федеральный округ,2016,3201.963,region
Северо-Кавказский федеральный округ,2017,3218.863,region
Северо-Кавказский федеральный округ,2022,3239.65923,region
Северо-Кавказский федеральный округ,2023,3310.94172,region
Сибирский Федеральный округ,2007,9934.859,federal_district
Сибирский Федеральный округ,2008,10249.773,federal_district
Сибирский Федеральный округ,2009,10473.717,federal_district
Сибирский Федеральный округ,2010,9484.867,federal_district
Сибирский Федеральный округ,2011,9943.602,federal_district
Сибирский Федеральный округ,2012,9892.153,federal_district
Сибирский Федеральный округ,2013,9863.062999999998,federal_district
Сибирский Федеральный округ,2014,10024.032,federal_district
Сибирский Федеральный округ,2015,9880.309,federal_district
Сибирский Федеральный округ,2016,9936.423,federal_district
Сибирский Федеральный округ,2017,10064.451,federal_district
Сибирский федеральный округ,2022,9175.60282,region
Сибирский федеральный округ,2023,9303.3313,region
Смоленская область,2007,78.719,region
Смоленская область,2008,97.239,region
Смоленская область,2009,101.208,region
Смоленская область,2010,87.279,region
Смоленская область,2011,111.689,region
Смоленская область,2012,125.139,region
Смоленская область,2013,117.202,region
Смоленская область,2014,108.959,region
Смоленская область,2015,107.987,region
Смоленская область,2016,117.134,region
Смоленская область,2017,115.922,region
Смоленская область,2018,120.166,region
Смоленская область,2019,124.733,region
Смоленская область,2020,140.328,region
Смоленская область,2021,143.326,region
Смоленская область,2022,146.6056,region
Смоленская область,2023,160.9118,region
Ставропольский край,2007,2168.546,region
Ставропольский край,2008,2255.193,region
Ставропольский край,2009,2267.922,region
Ставропольский край,2010,2146.41,region
Ставропольский край,2011,2151.507,region
Ставропольский край,2012,2141.338,region
Ставропольский край,2013,2293.048,region
Ставропольский край,2014,2299.526,region
Ставропольский край,2015,2362.027,region
Ставропольский край,2016,2431.258,region
Ставропольский край,2017,2419.832,region
Ставропольский край,2018,2469.795,region
Ставропольский край,2019,2523.699,region
Ставропольский край,2020,2321.027,region
Ставропольский край,2021,2486.179,region
Ставропольский край,2022,2423.24016,region
Ставропольский край,2023,2434.59034,region
Тамбовская область,2007,860.551,region
Тамбовская область,2008,943.852,region
Тамбовская область,2009,965.69,region
Тамбовская область,2010,817.8380000000001,region
Тамбовская область,2011,878.1519999999999,region
Тамбовская область,2012,892.7559999999999,region
Тамбовская область,2013,993.2310000000001,region
Тамбовская область,2014,993.3019999999999,region
Тамбовская область,2015,1094.069,region
Тамбовская область,2016,1034.927,region
Тамбовская область,2017,1077.981,region
Тамбовская область,2018,1009.316,region
Тамбовская область,2019,1079.228,region
Тамбовская область,2020,1113.693,region
Тамбовская область,2021,1023.565,region
Тамбовская область,2022,1112.4466,region
Тамбовская область,2023,1085.544,region
Тверская область,2007,98.595,region
Тверская область,2008,97.309,region
Тверская область,2009,87.38000000000001,region
Тверская область,2010,73.976,region
Тверская область,2011,67.95299999999999,region
Тверская область,2012,66.56700000000001,region
Тверская область,2013,66.364,region
Тверская область,2014,66.55799999999999,region
Тверская область,2015,70.59200000000001,region
Тверская область,2016,75.90100000000001,region
Тверская область,2017,70.36099999999999,region
Тверская область,2018,65.728,region
Тверская область,2019,68.813,region
Тверская область,2020,69.962,region
Тверская область,2021,67.183,region
Тверская область,2022,65.4065,region
Тверская область,2023,71.8398,region
Томская область,2007,245.016,region
Томская область,2008,247.462,region
Томская область,2009,256.576,region
Томская область,2010,240.418,region
Томская область,2011,250.314,region
Томская область,2012,252.888,region
Томская область,2013,219.851,region
Томская область,2014,213.772,region
Томская область,2015,197.629,region
Томская область,2016,190.45,region
Томская область,2017,186.5,region
Томская область,2018,162.41,region
Томская область,2019,161.841,region
Томская область,2020,165.426,region
Томская область,2021,167.22,region
Томская область,2022,175.16174,region
Томская область,2023,166.09878,region
Тульская область,2007,423.338,region
Тульская область,2008,482.371,region
Тульская область,2009,524.124,region
Тульская область,2010,513.1999999999999,region
Тульская область,2011,497.828,region
Тульская область,2012,464.698,region
Тульская область,2013,478.735,region
Тульская область,2014,474.651,region
Тульская область,2015,527.691,region
Тульская область,2016,570.548,region
Тульская область,2017,590.755,region
Тульская область,2018,546.394,region
Тульская область,2019,588.842,region
Тульская область,2020,637.558,region
Тульская область,2021,620.405,region
Тульская область,2022,611.61331,region
Тульская область,2023,606.39708,region
Тюменская область,2007,612.557,region
Тюменская область,2008,689.245,region
Тюменская область,2009,720.2969999999999,region
Тюменская область,2010,708.0160000000001,region
Тюменская область,2011,717.0060000000001,region
Тюменская область,2012,700.206,region
Тюменская область,2013,694.575,region
Тюменская область,2014,698.462,region
Тюменская область,2015,693.075,region
Тюменская область,2016,696.206,region
Тюменская область,2017,686.788,region
Тюменская область,2018,672.178,region
Тюменская область,2019,662.811,region
Тюменская область,2020,683.774,region
Тюменская область,2021,692.665,region
Тюменская область,2022,712.35745,region
Тюменская область,2023,729.14642,region
Тюменская область (без автономных округов),2018,671.877,region
Тюменская область (без автономных округов),2019,662.81,region
Тюменская область (без автономных округов),2020,683.774,region
Тюменская область (без автономных округов),2021,692.665,region
Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),2022,712.35745,region
Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),2023,729.14642,region
Тюменская область без автономных округов,2007,612.557,region
Тюменская область без автономных округов,2008,689.245,region
Тюменская область без автономных округов,2009,720.2969999999999,region
Тюменская область без автономных округов,2010,708.0160000000001,region
Тюменская область без автономных округов,2011,717.0060000000001,region
Тюменская область без автономных округов,2012,700.206,region
Тюменская область без автономных округов,2013,694.445,region
Тюменская область без автономных округов,2014,698.326,region
Тюменская область без автономных округов,2015,693.075,region
Тюменская область без автономных округов,2016,696.1990000000001,region
Тюменская область без автономных округов,2017,686.7869999999999,region
УРАЛЬСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,2018,3423.374,region
УРАЛЬСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,2019,3451.539,region
УРАЛЬСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,2020,3531.619,region
УРАЛЬСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,2021,3378.827,region
Удмуртская Республика,2007,417.242,region
Удмуртская Республика,2008,427.146,region
Удмуртская Республика,2009,406.446,region
Удмуртская Республика,2010,415.719,region
Удмуртская Республика,2011,375.208,region
Удмуртская Республика,2012,352.521,region
Удмуртская Республика,2013,425.968,region
Удмуртская Республика,2014,358.132,region
Удмуртская Республика,2015,369.0820000000001,region
Удмуртская Республика,2016,362.193,region
Удмуртская Республика,2017,353.902,region
Удмуртская Республика,2018,345.954,region
Удмуртская Республика,2019,328.313,region
Удмуртская Республика,2020,320.451,region
Удмуртская Республика,2021,333.838,region
Удмуртская Республика,2022,350.40059,region
Удмуртская Республика,2023,321.9406,region
Ульяновская область,2007,450.726,region
Ульяновская область,2008,576.527,region
Ульяновская область,2009,670.17,region
Ульяновская область,2010,595.654,region
Ульяновская область,2011,590.1400000000001,region
Ульяновская область,2012,566.932,region
Ульяновская область,2013,580.875,region
Ульяновская область,2014,548.175,region
Ульяновская область,2015,579.212,region
Ульяновская область,2016,557.1,region
Ульяновская область,2017,586.946,region
Ульяновская область,2018,606.574,region
Ульяновская область,2019,641.814,region
Ульяновская область,2020,650.261,region
Ульяновская область,2021,655.66,region
Ульяновская область,2022,631.819,region
Ульяновская область,2023,649.03827,region
Уральский Федеральный округ,2007,3444.815,federal_district
Уральский Федеральный округ,2008,3609.344,federal_district
Уральский Федеральный округ,2009,3779.602,federal_district
Уральский Федеральный округ,2010,3639.172,federal_district
Уральский Федеральный округ,2011,3657.957,federal_district
Уральский Федеральный округ,2012,3596.108,federal_district
Уральский Федеральный округ,2013,3604.178,federal_district
Уральский Федеральный округ,2014,3561.415,federal_district
Уральский Федеральный округ,2015,3383.994,federal_district
Уральский Федеральный округ,2016,3488.704,federal_district
Уральский Федеральный округ,2017,3538.171,federal_district
Уральский федеральный округ,2022,3375.80998,region
Уральский федеральный округ,2023,3541.31388,region
Хабаровский край,2007,13.508,region
Хабаровский край,2008,13.63,region
Хабаровский край,2009,14.772,region
Хабаровский край,2010,6.028,region
Хабаровский край,2011,8.279,region
Хабаровский край,2012,8.804,region
Хабаровский край,2013,8.530999999999999,region
Хабаровский край,2014,9.450999999999999,region
Хабаровский край,2015,8.640999999999998,region
Хабаровский край,2016,9.112,region
Хабаровский край,2017,8.541,region
Хабаровский край,2018,10.057,region
Хабаровский край,2019,9.209,region
Хабаровский край,2020,10.011,region
Хабаровский край,2021,8.948,region
Хабаровский край,2022,9.08162,region
Хабаровский край,2023,8.43316,region
Ханты-Мансийский автономный округ,2007,0.0,region
Ханты-Мансийский автономный округ,2008,0.0,region
Ханты-Мансийский автономный округ,2009,0.0,region
Ханты-Мансийский автономный округ,2010,0.0,region
Ханты-Мансийский автономный округ,2011,0.0,region
Ханты-Мансийский автономный округ,2012,0.0,region
Ханты-Мансийский автономный округ,2013,0.13,region
Ханты-Мансийский автономный округ,2014,0.136,region
Ханты-Мансийский автономный округ,2015,0.0,region
Ханты-Мансийский автономный округ,2016,0.007,region
Ханты-Мансийский автономный округ,2017,0.0,region
ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,2018,7930.21,region
ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,2019,8210.541,region
ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,2020,8682.855,region
ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,2021,8243.423,region
Центральный Федеральный округ,2007,6798.062,federal_district
Центральный Федеральный округ,2008,7643.876999999999,federal_district
Центральный Федеральный округ,2009,7782.913,federal_district
Центральный Федеральный округ,2010,6856.051999999999,federal_district
Центральный Федеральный округ,2011,7332.090000000001,federal_district
Центральный Федеральный округ,2012,7404.709,federal_district
Центральный Федеральный округ,2013,7798.536,federal_district
Центральный Федеральный округ,2014,7594.275,federal_district
Центральный Федеральный округ,2015,8132.699000000001,federal_district
Центральный Федеральный округ,2016,8232.329,federal_district
Центральный Федеральный округ,2017,8249.192,federal_district
Центральный федеральный округ,2022,8561.33691,region
Центральный федеральный округ,2023,8231.56377,region
Челябинская область,2007,1374.137,region
Челябинская область,2008,1397.834,region
Челябинская область,2009,1475.337,region
Челябинская область,2010,1470.893,region
Челябинская область,2011,1441.051,region
Челябинская область,2012,1409.438,region
Челябинская область,2013,1413.163,region
Челябинская область,2014,1381.157,region
Челябинская область,2015,1277.853,region
Челябинская область,2016,1353.358,region
Челябинская область,2017,1406.103,region
Челябинская область,2018,1392.016,region
Челябинская область,2019,1410.142,region
Челябинская область,2020,1433.349,region
Челябинская область,2021,1328.618,region
Челябинская область,2022,1335.52497,region
Челябинская область,2023,1434.46029,region
Чеченская Республика,2007,95.774,region
Чеченская Республика,2008,118.273,region
Чеченская Республика,2009,126.139,region
Чеченская Республика,2010,100.939,region
Чеченская Республика,2011,101.259,region
Чеченская Республика,2012,98.29299999999999,region
Чеченская Республика,2013,110.528,region
Чеченская Республика,2014,136.961,region
Чеченская Республика,2015,116.152,region
Чеченская Республика,2016,147.614,region
Чеченская Республика,2017,166.221,region
Чеченская Республика,2018,171.788,region
Чеченская Республика,2019,179.161,region
Чеченская Республика,2020,196.624,region
Чеченская Республика,2021,211.759,region
Чеченская Республика,2022,183.423,region
Чеченская Республика,2023,193.3523,region
Чувашская Республика,2007,200.748,region
Чувашская Республика,2008,239.275,region
Чувашская Республика,2009,250.961,region
Чувашская Республика,2010,254.877,region
Чувашская Республика,2011,256.008,region
Чувашская Республика,2012,229.843,region
Чувашская Республика,2013,258.608,region
Чувашская Республика,2014,266.99,region
Чувашская Республика,2015,284.892,region
Чувашская Республика,2016,290.623,region
Чувашская Республика,2017,287.748,region
Чувашская Республика,2018,278.089,region
Чувашская Республика,2019,268.697,region
Чувашская Республика,2020,293.314,region
Чувашская Республика,2021,301.265,region
Чувашская Республика - Чувашия,2022,310.72821,region
Чувашская Республика - Чувашия,2023,297.66297,region
ЮЖНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,2018,9081.844,region
ЮЖНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,2019,9216.289,region
ЮЖНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,2020,9263.399,region
ЮЖНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,2021,9020.084,region
Южный Федеральный округ,2007,7404.579,federal_district
Южный Федеральный округ,2008,7624.728,federal_district
Южный Федеральный округ,2009,7601.231,federal_district
Южный Федеральный округ,2010,6959.493,federal_district
Южный Федеральный округ,2011,7094.221,federal_district
Южный Федеральный округ,2012,7452.714,federal_district
Южный Федеральный округ,2013,7842.431,federal_district
Южный Федеральный округ,2014,8371.579,federal_district
Южный Федеральный округ,2015,8527.907,federal_district
Южный Федеральный округ,2016,8508.825,federal_district
Южный Федеральный округ,2017,8871.877,federal_district
Южный федеральный округ,2022,9283.23775,region
Южный федеральный округ,2023,9344.01789,region
Ямало-Ненецкий автономный округ,2007,0.0,region
Ямало-Ненецкий автономный округ,2008,0.0,region
Ямало-Ненецкий автономный округ,2009,0.0,region
Ямало-Ненецкий автономный округ,2010,0.0,region
Ямало-Ненецкий автономный округ,2011,0.0,region
Ямало-Ненецкий автономный округ,2012,0.0,region
Ямало-Ненецкий автономный округ,2013,0.0,region
Ямало-Ненецкий автономный округ,2014,0.0,region
Ямало-Ненецкий автономный округ,2015,0.0,region
Ямало-Ненецкий автономный округ,2016,0.0,region
